,ID,이름,생일,팀,시즌,포지션,나이,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+
486,16,최형우,1983-12-16,K,2019,DH,37,136.0,555.0,456.0,65.0,137.0,31.0,1.0,17.0,221.0,86.0,0.0,1.0,85.0,7.0,6.0,77.0,13.0,0.0,7.0,0.3,0.413,0.485,0.897,0.406,149.4,4.1
487,166,이병규,1983-10-09,L,2014,LF,32,116.0,450.0,360.0,66.0,110.0,28.0,3.0,16.0,192.0,87.0,5.0,10.0,74.0,5.0,2.0,78.0,7.0,3.0,8.0,0.306,0.423,0.5329999999999999,0.956,0.41700000000000004,148.1,4.1
488,118,박민우,1993-02-06,N,2016,2B,24,121.0,515.0,435.0,84.0,149.0,16.0,6.0,3.0,186.0,55.0,20.0,6.0,55.0,8.0,1.0,70.0,9.0,10.0,7.0,0.34299999999999997,0.42,0.428,0.847,0.387,122.1,4.09
489,105,박진만,1976-11-30,현,2003,SS,28,129.0,515.0,421.0,68.0,119.0,26.0,0.0,16.0,193.0,48.0,6.0,5.0,55.0,13.0,0.0,66.0,14.0,22.0,4.0,0.28300000000000003,0.379,0.45799999999999996,0.838,0.363,117.2,4.09
490,167,조경환,1972-08-27,롯,2001,RF,30,120.0,497.0,433.0,65.0,131.0,33.0,0.0,26.0,242.0,102.0,2.0,0.0,47.0,8.0,2.0,109.0,6.0,3.0,6.0,0.303,0.377,0.5589999999999999,0.935,0.406,137.5,4.08
491,146,김종모,1959-11-01,해,1983,RF,25,86.0,342.0,311.0,51.0,109.0,17.0,2.0,11.0,163.0,44.0,7.0,10.0,26.0,3.0,3.0,26.0,11.0,0.0,2.0,0.35,0.40399999999999997,0.524,0.9279999999999999,0.42200000000000004,175.3,4.08
492,108,김민호,1961-04-28,롯,1988,1B,28,101.0,417.0,356.0,55.0,115.0,17.0,0.0,14.0,174.0,64.0,6.0,2.0,55.0,2.0,6.0,41.0,4.0,0.0,4.0,0.32299999999999995,0.413,0.489,0.9009999999999999,0.41100000000000003,157.3,4.07
493,62,전준호,1969-02-15,롯,1993,CF,25,120.0,465.0,393.0,63.0,111.0,3.0,7.0,1.0,131.0,31.0,75.0,25.0,47.0,5.0,0.0,31.0,2.0,16.0,4.0,0.282,0.363,0.33299999999999996,0.696,0.324,108.6,4.07
494,97,김광림,1961-03-09,O,1987,CF,27,102.0,398.0,342.0,59.0,112.0,9.0,7.0,2.0,141.0,17.0,13.0,8.0,42.0,2.0,1.0,24.0,2.0,10.0,1.0,0.327,0.40299999999999997,0.41200000000000003,0.815,0.37799999999999995,136.6,4.06
495,111,로맥,1985-09-30,S,2019,1B,35,137.0,589.0,504.0,86.0,139.0,28.0,1.0,29.0,256.0,95.0,6.0,3.0,73.0,6.0,3.0,117.0,11.0,0.0,6.0,0.276,0.37,0.508,0.878,0.39299999999999996,137.1,4.06
496,18,박재홍,1973-09-07,현,1999,RF,27,129.0,572.0,482.0,83.0,142.0,27.0,1.0,24.0,243.0,98.0,17.0,13.0,79.0,6.0,6.0,85.0,10.0,0.0,5.0,0.295,0.397,0.504,0.9009999999999999,0.391,131.0,4.06
497,168,김강민,1982-09-13,S,2014,CF,33,113.0,483.0,430.0,86.0,130.0,29.0,3.0,16.0,213.0,82.0,32.0,5.0,43.0,4.0,0.0,91.0,12.0,2.0,4.0,0.302,0.368,0.495,0.863,0.38,117.3,4.05
498,169,디아즈,1971-09-29,S,2003,3B,33,112.0,485.0,439.0,56.0,125.0,26.0,0.0,22.0,217.0,63.0,5.0,0.0,32.0,10.0,1.0,47.0,11.0,0.0,4.0,0.285,0.344,0.494,0.8390000000000001,0.371,123.5,4.04
499,158,이재원,1988-02-24,S,2014,DH,27,120.0,484.0,412.0,48.0,139.0,30.0,2.0,12.0,209.0,83.0,3.0,0.0,49.0,12.0,7.0,66.0,14.0,0.0,11.0,0.337,0.413,0.507,0.9209999999999999,0.405,134.3,4.04
500,124,박경수,1984-03-31,k,2016,2B,33,121.0,476.0,402.0,64.0,126.0,22.0,1.0,20.0,210.0,80.0,3.0,1.0,65.0,5.0,2.0,80.0,9.0,0.0,4.0,0.313,0.41200000000000003,0.522,0.934,0.415,135.0,4.04
501,80,이영우,1973-11-27,한,1999,LF,27,128.0,482.0,425.0,83.0,142.0,33.0,4.0,13.0,222.0,49.0,16.0,7.0,40.0,9.0,2.0,69.0,6.0,3.0,5.0,0.33399999999999996,0.39899999999999997,0.522,0.9209999999999999,0.39899999999999997,135.1,4.04
502,170,김태완,1984-01-27,한,2009,RF,26,112.0,446.0,360.0,62.0,104.0,17.0,2.0,23.0,194.0,68.0,1.0,1.0,72.0,11.0,4.0,89.0,6.0,0.0,3.0,0.289,0.419,0.539,0.958,0.42,146.1,4.03
503,12,박석민,1985-06-22,N,2020,3B,36,123.0,448.0,356.0,58.0,109.0,15.0,0.0,14.0,166.0,63.0,0.0,1.0,75.0,10.0,2.0,62.0,11.0,2.0,4.0,0.306,0.436,0.466,0.902,0.41100000000000003,141.9,4.03
504,159,오재일,1986-10-29,두,2016,1B,31,105.0,455.0,380.0,69.0,120.0,20.0,2.0,27.0,225.0,92.0,1.0,0.0,64.0,2.0,2.0,73.0,5.0,2.0,7.0,0.316,0.41100000000000003,0.5920000000000001,1.003,0.43,154.4,4.03
505,171,클리어,1973-08-21,L,2005,RF,33,110.0,453.0,402.0,64.0,122.0,23.0,4.0,15.0,198.0,61.0,19.0,5.0,36.0,10.0,3.0,85.0,8.0,0.0,5.0,0.303,0.371,0.493,0.863,0.387,137.7,4.03
506,18,박재홍,1973-09-07,K,2003,RF,31,108.0,461.0,392.0,71.0,118.0,15.0,5.0,19.0,200.0,66.0,14.0,9.0,60.0,1.0,1.0,84.0,11.0,6.0,2.0,0.301,0.39299999999999996,0.51,0.904,0.397,141.0,4.03
507,105,박진만,1976-11-30,현,2004,SS,29,129.0,506.0,434.0,65.0,124.0,18.0,0.0,17.0,193.0,69.0,6.0,3.0,48.0,9.0,2.0,67.0,10.0,10.0,5.0,0.28600000000000003,0.365,0.445,0.81,0.36200000000000004,115.5,4.03
508,7,양준혁,1969-05-26,L,2000,DH,32,117.0,514.0,432.0,79.0,135.0,30.0,2.0,15.0,214.0,92.0,15.0,4.0,73.0,5.0,4.0,65.0,6.0,0.0,3.0,0.313,0.415,0.495,0.9109999999999999,0.40399999999999997,144.0,4.03
509,123,최주환,1988-02-28,두,2020,2B,33,140.0,573.0,508.0,63.0,155.0,29.0,4.0,16.0,240.0,86.0,2.0,2.0,48.0,6.0,5.0,66.0,7.0,1.0,10.0,0.305,0.365,0.47200000000000003,0.838,0.37200000000000005,123.7,4.02
510,172,이종열,1973-01-28,L,1999,2B,27,128.0,544.0,468.0,82.0,136.0,23.0,7.0,9.0,200.0,55.0,18.0,1.0,53.0,13.0,1.0,83.0,10.0,9.0,1.0,0.29100000000000004,0.37799999999999995,0.42700000000000005,0.805,0.35700000000000004,108.3,4.02
511,72,황재균,1987-07-28,롯,2015,3B,29,144.0,596.0,534.0,95.0,155.0,41.0,2.0,26.0,278.0,97.0,11.0,10.0,48.0,4.0,1.0,122.0,14.0,4.0,6.0,0.29,0.35,0.521,0.87,0.375,115.4,4.01
512,173,이천웅,1988-10-20,L,2019,CF,32,138.0,613.0,546.0,88.0,168.0,24.0,3.0,2.0,204.0,48.0,21.0,10.0,57.0,5.0,1.0,82.0,13.0,4.0,1.0,0.308,0.37799999999999995,0.374,0.7509999999999999,0.353,114.6,4.01
513,117,김동기,1964-03-05,청,1987,C,24,105.0,414.0,350.0,47.0,97.0,21.0,0.0,9.0,145.0,48.0,3.0,5.0,51.0,4.0,2.0,55.0,7.0,8.0,1.0,0.27699999999999997,0.374,0.414,0.789,0.36700000000000005,127.2,4.0
514,48,이순철,1961-04-18,해,1994,CF,34,85.0,360.0,314.0,42.0,101.0,19.0,2.0,8.0,148.0,54.0,18.0,7.0,33.0,1.0,0.0,41.0,7.0,10.0,2.0,0.322,0.386,0.47100000000000003,0.857,0.38299999999999995,144.3,4.0
515,74,김동수,1968-10-27,L,1992,C,25,121.0,433.0,381.0,47.0,98.0,15.0,4.0,20.0,181.0,69.0,3.0,2.0,45.0,5.0,4.0,45.0,10.0,1.0,1.0,0.257,0.34299999999999997,0.475,0.818,0.363,118.4,4.0
516,132,박종훈,1959-06-12,O,1983,CF,25,97.0,427.0,375.0,53.0,117.0,19.0,6.0,3.0,157.0,24.0,7.0,6.0,38.0,3.0,3.0,28.0,3.0,8.0,3.0,0.312,0.377,0.419,0.7959999999999999,0.361,131.4,4.0
517,110,장채근,1964-03-28,해,1988,C,25,107.0,383.0,338.0,51.0,84.0,16.0,0.0,26.0,178.0,58.0,2.0,1.0,36.0,0.0,1.0,64.0,11.0,9.0,0.0,0.249,0.321,0.527,0.848,0.371,130.0,3.99
518,4,이대호,1982-06-21,롯,2005,3B,24,126.0,512.0,447.0,53.0,119.0,16.0,2.0,21.0,202.0,80.0,1.0,0.0,47.0,15.0,4.0,76.0,12.0,0.0,3.0,0.266,0.354,0.452,0.805,0.364,122.1,3.98
519,105,박진만,1976-11-30,현,2001,SS,26,122.0,449.0,383.0,72.0,115.0,13.0,0.0,22.0,194.0,63.0,9.0,6.0,47.0,4.0,0.0,65.0,13.0,12.0,3.0,0.3,0.38,0.507,0.8859999999999999,0.386,124.1,3.98
520,72,황재균,1987-07-28,롯,2014,3B,28,128.0,550.0,486.0,66.0,156.0,33.0,3.0,12.0,231.0,76.0,17.0,10.0,53.0,3.0,0.0,86.0,8.0,4.0,4.0,0.321,0.38799999999999996,0.475,0.8640000000000001,0.386,117.4,3.98
521,10,강정호,1987-04-05,히,2009,SS,23,133.0,538.0,476.0,73.0,136.0,33.0,2.0,23.0,242.0,81.0,3.0,2.0,45.0,4.0,2.0,81.0,18.0,8.0,5.0,0.28600000000000003,0.349,0.508,0.858,0.368,112.0,3.98
522,77,박한이,1979-01-28,삼,2008,CF,30,104.0,442.0,370.0,57.0,117.0,17.0,2.0,4.0,150.0,41.0,5.0,6.0,63.0,1.0,1.0,37.0,6.0,5.0,3.0,0.316,0.414,0.405,0.82,0.386,134.4,3.98
523,72,황재균,1987-07-28,K,2019,3B,33,124.0,507.0,448.0,78.0,127.0,16.0,3.0,20.0,209.0,67.0,10.0,7.0,52.0,2.0,2.0,71.0,10.0,0.0,5.0,0.28300000000000003,0.35700000000000004,0.467,0.8240000000000001,0.373,128.8,3.98
524,149,박현승,1972-09-12,롯,2001,3B,30,123.0,521.0,427.0,76.0,123.0,21.0,4.0,5.0,167.0,53.0,15.0,6.0,72.0,13.0,1.0,68.0,5.0,6.0,3.0,0.28800000000000003,0.40399999999999997,0.391,0.795,0.37200000000000005,115.0,3.97
525,75,정성훈,1980-06-27,L,2014,1B,35,112.0,455.0,383.0,71.0,126.0,25.0,1.0,13.0,192.0,59.0,10.0,2.0,59.0,7.0,2.0,56.0,13.0,2.0,4.0,0.32899999999999996,0.424,0.501,0.925,0.413,144.4,3.96
526,99,구자욱,1993-02-12,삼,2016,1B,24,108.0,495.0,428.0,105.0,147.0,19.0,13.0,14.0,234.0,77.0,10.0,5.0,55.0,5.0,1.0,68.0,4.0,2.0,5.0,0.34299999999999997,0.42,0.547,0.9670000000000001,0.42700000000000005,142.5,3.96
527,20,김동주,1976-02-03,두,2005,3B,30,94.0,338.0,268.0,51.0,81.0,13.0,1.0,10.0,126.0,50.0,1.0,2.0,57.0,12.0,9.0,38.0,10.0,0.0,1.0,0.302,0.444,0.47,0.914,0.415,157.6,3.94
528,174,박정권,1981-07-21,S,2010,1B,30,124.0,505.0,431.0,76.0,132.0,19.0,4.0,18.0,213.0,76.0,17.0,5.0,63.0,5.0,8.0,89.0,7.0,2.0,4.0,0.306,0.39799999999999996,0.494,0.892,0.396,136.6,3.94
529,156,나지완,1985-05-19,K,2016,DH,32,118.0,486.0,380.0,84.0,117.0,21.0,2.0,25.0,217.0,90.0,6.0,3.0,85.0,17.0,1.0,90.0,8.0,0.0,4.0,0.308,0.451,0.5710000000000001,1.022,0.45,158.0,3.94
530,175,백인호,1963-05-19,해,1990,2B,28,94.0,402.0,337.0,51.0,100.0,13.0,3.0,8.0,143.0,34.0,9.0,8.0,53.0,7.0,4.0,50.0,7.0,5.0,0.0,0.297,0.40299999999999997,0.424,0.8270000000000001,0.387,138.1,3.94
531,9,박경완,1972-07-11,S,2007,C,36,119.0,437.0,352.0,60.0,87.0,21.0,1.0,15.0,155.0,60.0,6.0,3.0,55.0,10.0,4.0,68.0,9.0,11.0,9.0,0.247,0.35700000000000004,0.44,0.797,0.354,117.5,3.94
532,176,홍창기,1993-11-21,L,2020,CF,28,135.0,507.0,408.0,87.0,114.0,29.0,6.0,5.0,170.0,39.0,11.0,5.0,83.0,10.0,1.0,87.0,8.0,3.0,3.0,0.27899999999999997,0.41100000000000003,0.41700000000000004,0.8270000000000001,0.384,129.6,3.94
533,150,김상호,1965-10-19,O,1997,LF,33,96.0,393.0,343.0,45.0,108.0,24.0,3.0,11.0,171.0,52.0,4.0,2.0,42.0,4.0,5.0,71.0,7.0,1.0,3.0,0.315,0.39299999999999996,0.499,0.8909999999999999,0.396,151.3,3.93
534,45,김성래,1961-03-23,삼,1986,2B,26,102.0,391.0,344.0,47.0,99.0,22.0,1.0,8.0,147.0,48.0,3.0,1.0,34.0,7.0,1.0,42.0,7.0,4.0,2.0,0.28800000000000003,0.36200000000000004,0.42700000000000005,0.789,0.369,139.9,3.93
535,177,진상봉,1965-04-06,빙,1993,CF,29,100.0,347.0,290.0,41.0,81.0,10.0,2.0,10.0,125.0,39.0,2.0,3.0,42.0,13.0,0.0,45.0,10.0,1.0,1.0,0.27899999999999997,0.39299999999999996,0.431,0.8240000000000001,0.389,155.8,3.93
536,117,김동기,1964-03-05,태,1994,C,31,119.0,421.0,368.0,49.0,97.0,16.0,0.0,15.0,158.0,50.0,3.0,6.0,38.0,12.0,4.0,74.0,15.0,3.0,0.0,0.264,0.35200000000000004,0.429,0.7809999999999999,0.35700000000000004,126.1,3.92
537,83,이종욱,1980-06-18,두,2013,CF,34,110.0,456.0,401.0,77.0,123.0,23.0,6.0,6.0,176.0,52.0,30.0,7.0,38.0,3.0,1.0,57.0,6.0,12.0,2.0,0.307,0.369,0.439,0.8079999999999999,0.366,116.6,3.92
538,86,러프,1986-07-28,삼,2017,1B,32,134.0,591.0,515.0,90.0,162.0,38.0,0.0,31.0,293.0,124.0,2.0,2.0,60.0,12.0,4.0,107.0,14.0,0.0,4.0,0.315,0.396,0.569,0.965,0.414,142.6,3.92
539,162,윤동균,1949-07-02,O,1984,LF,36,99.0,414.0,349.0,54.0,100.0,14.0,4.0,10.0,152.0,40.0,14.0,3.0,60.0,1.0,8.0,27.0,5.0,0.0,4.0,0.287,0.389,0.436,0.8240000000000001,0.37799999999999995,141.0,3.92
540,91,이호준,1976-02-08,S,2004,1B,29,133.0,578.0,497.0,87.0,139.0,22.0,2.0,30.0,255.0,112.0,7.0,7.0,69.0,4.0,5.0,75.0,12.0,2.0,6.0,0.28,0.368,0.513,0.8809999999999999,0.39,134.9,3.92
541,178,송일섭,1959-08-17,해,1985,LF,27,103.0,390.0,338.0,59.0,104.0,15.0,0.0,15.0,164.0,41.0,3.0,4.0,43.0,6.0,1.0,30.0,7.0,1.0,2.0,0.308,0.39299999999999996,0.485,0.879,0.405,156.5,3.91
542,138,오지환,1990-03-12,L,2013,SS,24,124.0,514.0,441.0,81.0,113.0,20.0,8.0,9.0,176.0,47.0,30.0,7.0,54.0,9.0,0.0,113.0,7.0,7.0,3.0,0.256,0.34700000000000003,0.39899999999999997,0.746,0.34600000000000003,102.6,3.91
543,99,구자욱,1993-02-12,삼,2018,RF,26,116.0,529.0,478.0,100.0,159.0,26.0,5.0,20.0,255.0,84.0,10.0,0.0,43.0,5.0,2.0,110.0,4.0,1.0,2.0,0.33299999999999996,0.392,0.5329999999999999,0.9259999999999999,0.39799999999999996,131.9,3.91
544,45,김성래,1961-03-23,삼,1985,2B,25,103.0,359.0,300.0,40.0,85.0,16.0,0.0,13.0,140.0,51.0,5.0,3.0,41.0,13.0,1.0,39.0,8.0,3.0,2.0,0.28300000000000003,0.39,0.467,0.857,0.39399999999999996,148.2,3.91
545,69,이범호,1981-11-25,한,2007,3B,27,126.0,505.0,418.0,57.0,103.0,14.0,0.0,21.0,180.0,63.0,2.0,0.0,72.0,5.0,1.0,73.0,14.0,6.0,4.0,0.24600000000000002,0.361,0.431,0.7909999999999999,0.363,122.5,3.9
546,81,이강돈,1961-02-27,빙,1992,LF,32,121.0,454.0,403.0,73.0,129.0,27.0,8.0,13.0,211.0,60.0,7.0,9.0,41.0,1.0,1.0,63.0,6.0,3.0,6.0,0.32,0.379,0.524,0.903,0.39899999999999997,141.7,3.89
547,153,김경기,1968-04-05,현,1998,3B,31,126.0,493.0,431.0,62.0,118.0,25.0,0.0,18.0,197.0,59.0,5.0,6.0,43.0,12.0,3.0,79.0,11.0,4.0,3.0,0.27399999999999997,0.354,0.457,0.8109999999999999,0.358,124.9,3.88
548,125,이동수,1973-03-24,삼,1995,DH,23,125.0,478.0,420.0,70.0,121.0,17.0,3.0,22.0,210.0,81.0,2.0,0.0,34.0,20.0,5.0,96.0,11.0,3.0,1.0,0.28800000000000003,0.368,0.5,0.868,0.38799999999999996,151.2,3.88
549,102,김선빈,1989-12-18,K,2012,SS,24,126.0,532.0,441.0,63.0,124.0,19.0,2.0,5.0,162.0,55.0,30.0,12.0,58.0,2.0,0.0,48.0,9.0,25.0,6.0,0.281,0.363,0.36700000000000005,0.73,0.332,105.8,3.88
550,136,클락,1976-03-05,히,2009,LF,34,125.0,559.0,486.0,85.0,141.0,24.0,4.0,24.0,245.0,90.0,23.0,8.0,65.0,3.0,2.0,85.0,14.0,0.0,2.0,0.29,0.376,0.504,0.88,0.386,124.1,3.88
551,159,오재일,1986-10-29,두,2017,1B,32,128.0,466.0,412.0,62.0,126.0,27.0,0.0,26.0,231.0,89.0,1.0,1.0,45.0,5.0,0.0,80.0,5.0,1.0,3.0,0.306,0.379,0.561,0.9390000000000001,0.40299999999999997,146.3,3.87
552,121,정구선,1956-12-15,삼,1985,2B,30,110.0,468.0,387.0,50.0,101.0,14.0,0.0,14.0,157.0,53.0,2.0,5.0,69.0,7.0,1.0,30.0,11.0,3.0,2.0,0.261,0.381,0.406,0.7859999999999999,0.369,129.7,3.87
553,117,김동기,1964-03-05,태,1990,C,27,114.0,394.0,336.0,52.0,84.0,20.0,1.0,14.0,148.0,46.0,5.0,3.0,48.0,5.0,3.0,58.0,6.0,5.0,0.0,0.25,0.35200000000000004,0.44,0.7929999999999999,0.365,123.0,3.86
554,88,강기웅,1964-02-25,삼,1992,2B,29,126.0,455.0,405.0,68.0,123.0,19.0,3.0,16.0,196.0,56.0,13.0,4.0,29.0,7.0,1.0,35.0,8.0,4.0,9.0,0.304,0.353,0.484,0.8370000000000001,0.37,121.8,3.86
555,179,최준석,1983-02-15,두,2010,1B,28,127.0,482.0,424.0,63.0,136.0,26.0,1.0,22.0,230.0,82.0,0.0,5.0,50.0,5.0,5.0,83.0,17.0,1.0,2.0,0.321,0.397,0.542,0.94,0.415,149.4,3.86
556,23,김기태,1969-05-23,삼,2000,DH,32,101.0,395.0,333.0,69.0,103.0,24.0,1.0,26.0,207.0,80.0,5.0,1.0,57.0,2.0,7.0,56.0,6.0,0.0,3.0,0.309,0.41,0.622,1.032,0.436,162.1,3.85
557,60,박용택,1979-04-21,L,2015,LF,37,128.0,533.0,487.0,66.0,159.0,28.0,2.0,18.0,245.0,83.0,11.0,4.0,34.0,4.0,1.0,73.0,12.0,1.0,7.0,0.326,0.37,0.503,0.873,0.384,131.3,3.85
558,180,서용빈,1971-01-02,L,1994,1B,24,126.0,543.0,493.0,72.0,157.0,30.0,4.0,4.0,207.0,72.0,6.0,2.0,39.0,5.0,3.0,62.0,9.0,0.0,5.0,0.318,0.371,0.42,0.7909999999999999,0.365,133.2,3.85
559,75,정성훈,1980-06-27,현,2003,3B,24,91.0,379.0,338.0,55.0,116.0,17.0,0.0,13.0,172.0,51.0,9.0,4.0,23.0,8.0,1.0,40.0,20.0,9.0,1.0,0.34299999999999997,0.397,0.509,0.9059999999999999,0.397,140.9,3.85
560,120,김재박,1954-05-23,M,1989,SS,36,101.0,425.0,357.0,64.0,102.0,8.0,2.0,3.0,123.0,27.0,39.0,14.0,53.0,4.0,0.0,33.0,6.0,7.0,4.0,0.28600000000000003,0.38,0.345,0.725,0.349,115.0,3.85
561,96,김한수,1971-10-30,삼,2003,3B,33,131.0,532.0,478.0,67.0,141.0,23.0,1.0,17.0,217.0,70.0,5.0,2.0,29.0,17.0,0.0,57.0,20.0,4.0,4.0,0.295,0.354,0.45399999999999996,0.8079999999999999,0.361,116.2,3.85
562,4,이대호,1982-06-21,롯,2018,DH,37,144.0,604.0,543.0,81.0,181.0,30.0,0.0,37.0,322.0,125.0,0.0,1.0,43.0,14.0,7.0,75.0,18.0,0.0,4.0,0.33299999999999996,0.39399999999999996,0.593,0.987,0.415,142.3,3.84
563,73,이용규,1985-08-26,K,2010,CF,26,129.0,555.0,472.0,74.0,145.0,19.0,1.0,3.0,175.0,51.0,25.0,12.0,64.0,9.0,2.0,50.0,10.0,7.0,3.0,0.307,0.39799999999999996,0.371,0.769,0.361,112.8,3.84
564,9,박경완,1972-07-11,현,1998,C,27,123.0,458.0,404.0,54.0,101.0,25.0,1.0,19.0,185.0,66.0,3.0,3.0,39.0,6.0,0.0,103.0,10.0,7.0,2.0,0.25,0.324,0.45799999999999996,0.782,0.341,113.4,3.84
565,69,이범호,1981-11-25,한,2009,3B,29,126.0,499.0,436.0,64.0,124.0,21.0,0.0,25.0,220.0,79.0,3.0,1.0,53.0,7.0,5.0,70.0,10.0,0.0,3.0,0.284,0.369,0.505,0.873,0.382,121.0,3.83
566,11,이병규,1974-10-25,L,2006,CF,33,120.0,515.0,478.0,51.0,142.0,29.0,1.0,7.0,194.0,55.0,3.0,2.0,31.0,4.0,5.0,65.0,8.0,1.0,1.0,0.297,0.344,0.406,0.75,0.34700000000000003,120.0,3.83
567,23,김기태,1969-05-23,삼,1999,DH,31,130.0,560.0,468.0,82.0,137.0,33.0,2.0,28.0,258.0,88.0,5.0,4.0,82.0,6.0,6.0,95.0,9.0,1.0,3.0,0.293,0.40299999999999997,0.551,0.9540000000000001,0.40700000000000003,140.5,3.83
568,181,박흥식,1962-01-05,M,1987,CF,26,101.0,418.0,347.0,48.0,104.0,8.0,9.0,2.0,136.0,36.0,15.0,5.0,46.0,8.0,0.0,28.0,8.0,13.0,4.0,0.3,0.39,0.392,0.782,0.363,125.4,3.83
569,70,박종호,1973-07-27,현,1999,2B,27,119.0,473.0,396.0,79.0,119.0,29.0,4.0,10.0,186.0,55.0,13.0,3.0,28.0,31.0,1.0,53.0,4.0,14.0,4.0,0.301,0.38799999999999996,0.47,0.858,0.37,116.8,3.83
570,101,안경현,1970-02-13,두,2001,2B,32,131.0,539.0,457.0,68.0,129.0,31.0,1.0,17.0,213.0,87.0,4.0,1.0,54.0,13.0,1.0,51.0,17.0,7.0,8.0,0.282,0.368,0.466,0.835,0.371,114.6,3.82
571,25,김하성,1995-10-17,넥,2016,SS,22,144.0,599.0,526.0,92.0,148.0,29.0,7.0,20.0,251.0,84.0,28.0,15.0,60.0,6.0,2.0,80.0,7.0,2.0,5.0,0.281,0.359,0.47700000000000004,0.836,0.37,104.8,3.81
572,22,유지현,1971-05-25,L,1999,SS,29,93.0,422.0,356.0,67.0,108.0,19.0,5.0,11.0,170.0,45.0,14.0,10.0,50.0,5.0,0.0,42.0,5.0,6.0,5.0,0.303,0.392,0.478,0.8690000000000001,0.379,123.1,3.81
573,182,김원섭,1978-12-18,K,2012,LF,35,120.0,472.0,386.0,60.0,117.0,21.0,4.0,3.0,155.0,61.0,8.0,4.0,69.0,2.0,1.0,54.0,12.0,12.0,3.0,0.303,0.409,0.402,0.81,0.376,136.9,3.81
574,48,이순철,1961-04-18,해,1993,CF,33,102.0,430.0,367.0,47.0,93.0,12.0,3.0,11.0,144.0,44.0,29.0,8.0,46.0,5.0,0.0,54.0,9.0,8.0,4.0,0.253,0.341,0.392,0.7340000000000001,0.341,120.6,3.8
575,183,이숭용,1971-03-10,현,1997,1B,27,121.0,420.0,341.0,41.0,106.0,28.0,3.0,9.0,167.0,61.0,3.0,4.0,62.0,6.0,7.0,39.0,4.0,4.0,6.0,0.311,0.419,0.49,0.909,0.4,153.1,3.8
576,46,손아섭,1988-03-18,롯,2015,RF,28,116.0,517.0,445.0,86.0,141.0,28.0,1.0,13.0,210.0,54.0,11.0,6.0,68.0,1.0,3.0,96.0,6.0,0.0,3.0,0.317,0.406,0.47200000000000003,0.878,0.395,131.1,3.8
577,32,한대화,1960-07-08,해,1992,3B,33,110.0,436.0,362.0,69.0,97.0,16.0,1.0,20.0,175.0,74.0,8.0,8.0,66.0,1.0,4.0,53.0,10.0,3.0,4.0,0.268,0.379,0.483,0.862,0.38299999999999995,130.9,3.79
578,30,박건우,1990-09-08,두,2020,RF,31,129.0,551.0,487.0,103.0,148.0,40.0,0.0,14.0,230.0,70.0,8.0,2.0,42.0,12.0,2.0,65.0,9.0,3.0,7.0,0.304,0.369,0.47200000000000003,0.841,0.375,126.4,3.79
579,184,김재호,1985-03-21,두,2018,SS,34,131.0,467.0,402.0,78.0,125.0,20.0,0.0,16.0,193.0,75.0,6.0,2.0,52.0,4.0,1.0,77.0,12.0,3.0,6.0,0.311,0.39,0.48,0.87,0.379,124.5,3.79
580,135,강석천,1967-12-07,빙,1990,3B,24,113.0,429.0,356.0,67.0,100.0,24.0,1.0,12.0,162.0,49.0,16.0,6.0,47.0,4.0,0.0,72.0,3.0,17.0,5.0,0.281,0.36700000000000005,0.455,0.8220000000000001,0.368,124.3,3.78
581,129,민병헌,1987-03-10,두,2013,RF,27,119.0,449.0,383.0,71.0,122.0,21.0,7.0,9.0,184.0,65.0,27.0,8.0,40.0,7.0,0.0,62.0,7.0,12.0,7.0,0.319,0.387,0.48,0.867,0.38799999999999996,131.7,3.78
582,9,박경완,1972-07-11,S,2010,C,39,129.0,472.0,381.0,51.0,100.0,20.0,0.0,14.0,162.0,67.0,1.0,1.0,46.0,27.0,2.0,88.0,11.0,15.0,3.0,0.262,0.379,0.425,0.804,0.359,111.8,3.78
583,185,김우열,1949-09-09,O,1983,RF,35,95.0,379.0,333.0,48.0,97.0,21.0,5.0,9.0,155.0,56.0,10.0,4.0,39.0,5.0,1.0,38.0,8.0,1.0,1.0,0.29100000000000004,0.373,0.465,0.8390000000000001,0.384,147.9,3.78
584,32,한대화,1960-07-08,해,1993,3B,34,107.0,394.0,335.0,46.0,89.0,13.0,1.0,13.0,143.0,46.0,4.0,5.0,50.0,3.0,0.0,46.0,10.0,4.0,2.0,0.266,0.364,0.42700000000000005,0.7909999999999999,0.369,141.1,3.77
585,128,강동우,1974-04-20,한,2011,CF,38,133.0,599.0,518.0,83.0,149.0,13.0,3.0,13.0,207.0,51.0,17.0,15.0,62.0,2.0,1.0,71.0,9.0,12.0,4.0,0.28800000000000003,0.364,0.4,0.763,0.35100000000000003,110.8,3.77
586,74,김동수,1968-10-27,L,1997,C,30,121.0,472.0,394.0,54.0,93.0,26.0,0.0,17.0,170.0,66.0,2.0,2.0,54.0,9.0,4.0,70.0,6.0,7.0,8.0,0.23600000000000002,0.336,0.431,0.767,0.337,109.9,3.77
